transaction_id,customer_id,account_type,region,category,merchant,amount,currency,timestamp,memo,is_flagged
TXN004373,Customer_0269,savings,Southwest,healthcare,Blue Cross Premium,2170.06,USD,2023-05-22T22:39:00,Annual physical copay at Blue Cross Premium,False
TXN004374,Customer_0349,credit,Southeast,healthcare,Urgent Care Now,1865.92,USD,2024-03-26T09:19:00,Prescription refill at Urgent Care Now,False
TXN004375,Customer_0194,checking,Midwest,rent,Urban Living Co,3414.83,USD,2023-05-14T08:17:00,Monthly rent payment to Urban Living Co,False
TXN004376,Customer_0062,savings,Southwest,travel,Uber,2236.91,USD,2023-06-27T19:21:00,Hotel stay at Uber during product summit,False
TXN004377,Customer_0389,checking,Northeast,rent,First Place Rentals,4108.87,USD,2023-08-28T14:46:00,Lease renewal fee at First Place Rentals,False
TXN004378,Customer_0261,credit,Northeast,travel,Hertz,16.48,USD,2023-11-08T06:31:00,Hotel stay at Hertz during product summit,False
TXN004379,Customer_0005,credit,West,travel,Airbnb,4014.24,USD,2023-11-23T10:54:00,Car rental from Airbnb for client site visit,False
TXN004380,Customer_0470,checking,West,insurance,Allstate,2768.16,USD,2024-05-29T06:39:00,Monthly Allstate auto insurance premium,False
TXN004381,Customer_0407,savings,Southwest,dining,Starbucks,-339.74,USD,2023-10-25T05:22:00,"Lunch with the team at Starbucks, celebrated Q3 results",False
TXN004382,Customer_0244,savings,Southwest,dining,Panera Bread,2020.15,USD,2024-01-23T06:40:00,"Client dinner at Panera Bread, discussed Q4 roadmap",False
TXN004383,Customer_0384,checking,Midwest,dining,Chipotle,4080.11,USD,2024-02-08T01:55:00,Morning coffee and pastry at Chipotle,False
TXN004384,Customer_0490,savings,Northeast,healthcare,Blue Cross Premium,2357.55,USD,2023-02-22T18:25:00,Prescription refill at Blue Cross Premium,True
TXN004385,Customer_0499,credit,Northeast,groceries,Kroger,3727.08,USD,2023-12-18T06:05:00,Quick stop at Kroger for produce and dairy,False
TXN004386,Customer_0192,savings,Southwest,shopping,Amazon,744.53,USD,2024-04-19T22:37:00,Flash sale purchase at Amazon,False
TXN004387,Customer_0450,savings,Southwest,dining,The Cheesecake Factory,1039.49,USD,2024-04-07T10:29:00,"Lunch with the team at The Cheesecake Factory, celebrated Q3 results",False
TXN004388,Customer_0098,savings,Southeast,healthcare,LabCorp,3534.97,USD,2024-03-03T00:23:00,Annual physical copay at LabCorp,False
TXN004389,Customer_0361,credit,West,insurance,USAA,3658.86,USD,2024-02-14T12:46:00,Monthly USAA auto insurance premium,False
TXN004390,Customer_0019,savings,Northeast,dining,Olive Garden,3411.3,USD,2023-10-24T20:01:00,"Client dinner at Olive Garden, discussed Q4 roadmap",False
TXN004391,Customer_0071,credit,West,utilities,ConEdison,2004.88,USD,2023-05-04T18:56:00,ConEdison wireless plan — family plan renewal,False
TXN004392,Customer_0381,credit,Southeast,education,Barnes & Noble,3897.42,USD,2023-01-23T19:41:00,Barnes & Noble course enrollment — data engineering,False
TXN004393,Customer_0102,savings,Midwest,entertainment,Spotify,3090.85,USD,2023-12-05T14:38:00,Spotify monthly subscription auto-renewal,False
TXN004394,Customer_0401,credit,West,groceries,Whole Foods,839.0,USD,2023-05-15T07:03:00,Quick stop at Whole Foods for produce and dairy,False
TXN004395,Customer_0102,savings,Northeast,utilities,National Grid,2013.12,USD,2024-01-15T03:50:00,National Grid electricity bill for the apartment,False
TXN004396,Customer_0195,savings,Southwest,dining,Starbucks,2188.14,USD,2024-01-05T18:42:00,"Client dinner at Starbucks, discussed Q4 roadmap",False
TXN004397,Customer_0308,savings,West,utilities,Comcast Xfinity,4284.98,USD,2023-08-12T14:05:00,Comcast Xfinity wireless plan — family plan renewal,False
TXN004398,Customer_0061,checking,Northeast,education,MIT OpenCourseWare,3508.69,USD,2023-11-10T10:16:00,Textbook purchase at MIT OpenCourseWare for continuing ed,False
TXN004399,Customer_0462,savings,Southeast,travel,Hertz,2812.49,USD,2024-06-25T04:24:00,Car rental from Hertz for client site visit,False
TXN004400,Customer_0346,savings,West,education,Chegg,1258.34,USD,2024-05-13T08:49:00,Chegg annual learning subscription,False
TXN004401,Customer_0447,checking,Southwest,shopping,Zara,4455.8,USD,2024-05-05T16:27:00,Flash sale purchase at Zara,False
TXN004402,Customer_0300,checking,Southwest,dining,The Cheesecake Factory,2428.84,USD,2023-10-20T19:03:00,"Lunch with the team at The Cheesecake Factory, celebrated Q3 results",False
TXN004403,Customer_0232,checking,Midwest,entertainment,AMC Theaters,1258.37,USD,2023-11-04T08:21:00,In-app purchase on AMC Theaters platform,False
TXN004404,Customer_0130,savings,Southeast,education,Barnes & Noble,291.53,USD,2024-05-01T08:57:00,Textbook purchase at Barnes & Noble for continuing ed,False
TXN004405,Customer_0130,savings,Northeast,healthcare,CVS Pharmacy,1109.37,USD,2023-09-02T14:34:00,Lab work order from CVS Pharmacy,False
TXN004406,Customer_0307,credit,Northeast,insurance,Geico,1417.09,USD,2023-01-20T17:41:00,Monthly Geico auto insurance premium,False
TXN004407,Customer_0241,savings,Northeast,insurance,Allstate,2068.43,USD,2023-04-19T06:36:00,Allstate renters insurance quarterly payment,False
TXN004408,Customer_0202,savings,Southwest,rent,Urban Living Co,2827.51,USD,2024-05-04T22:49:00,Lease renewal fee at Urban Living Co,False
TXN004409,Customer_0247,checking,Southwest,shopping,Target,3435.02,USD,2024-02-17T05:26:00,Online order from Target — home office equipment,False
TXN004410,Customer_0408,checking,Southwest,education,Barnes & Noble,319.66,USD,2024-02-06T06:50:00,Textbook purchase at Barnes & Noble for continuing ed,False
TXN004411,Customer_0067,savings,Southwest,utilities,AT&T,645.15,USD,2024-06-12T13:19:00,Monthly AT&T internet and cable bill,True
TXN004412,Customer_0291,savings,West,entertainment,Steam,1651.37,USD,2023-02-01T10:14:00,In-app purchase on Steam platform,False
TXN004413,Customer_0148,checking,Southeast,entertainment,Spotify,4346.31,USD,2023-04-22T20:29:00,In-app purchase on Spotify platform,False
TXN004414,Customer_0091,credit,Southwest,groceries,Aldi,146.16,USD,2023-09-13T08:58:00,"Monthly bulk purchase at Aldi, household supplies",False
TXN004415,Customer_0422,checking,Midwest,insurance,Geico,3555.41,USD,2023-09-10T12:20:00,Monthly Geico auto insurance premium,True
TXN004416,Customer_0021,checking,Northeast,healthcare,Blue Cross Premium,1921.29,USD,2023-06-23T06:12:00,Lab work order from Blue Cross Premium,False
TXN004417,Customer_0488,checking,Midwest,healthcare,Walgreens,70.54,USD,2024-04-12T10:32:00,Annual physical copay at Walgreens,False
TXN004418,Customer_0048,credit,Southeast,travel,Airbnb,2330.13,USD,2024-05-06T14:52:00,Hotel stay at Airbnb during product summit,False
TXN004419,Customer_0224,credit,Midwest,rent,Urban Living Co,1021.77,USD,2023-06-08T00:05:00,Monthly rent payment to Urban Living Co,False
TXN004420,Customer_0213,credit,Southeast,entertainment,AMC Theaters,1774.85,USD,2024-01-08T01:46:00,In-app purchase on AMC Theaters platform,False
TXN004421,Customer_0326,credit,West,dining,Chipotle,354.77,USD,2023-09-09T21:11:00,"Lunch with the team at Chipotle, celebrated Q3 results",False
TXN004422,Customer_0190,credit,Midwest,healthcare,Walgreens,1154.07,USD,2023-10-16T13:47:00,Prescription refill at Walgreens,False
TXN004423,Customer_0233,credit,Southeast,groceries,Trader Joe's,1265.61,USD,2024-03-22T08:19:00,"Monthly bulk purchase at Trader Joe's, household supplies",False
TXN004424,Customer_0262,credit,Northeast,dining,Olive Garden,2781.35,USD,2023-11-04T21:13:00,Morning coffee and pastry at Olive Garden,False
TXN004425,Customer_0323,credit,West,utilities,ConEdison,1183.36,USD,2023-05-09T17:42:00,ConEdison wireless plan — family plan renewal,False
TXN004426,Customer_0389,checking,Southwest,groceries,Kroger,4453.88,USD,2023-10-18T22:29:00,"Monthly bulk purchase at Kroger, household supplies",False
TXN004427,Customer_0238,credit,Midwest,dining,Starbucks,3442.32,USD,2023-04-01T16:55:00,Morning coffee and pastry at Starbucks,False
TXN004428,Customer_0071,credit,Midwest,groceries,Walmart Grocery,3946.83,USD,2023-02-23T11:42:00,"Monthly bulk purchase at Walmart Grocery, household supplies",False
TXN004429,Customer_0206,credit,Northeast,entertainment,Steam,1584.19,USD,2024-03-17T03:06:00,Movie tickets at Steam — family outing,False
TXN004430,Customer_0169,checking,Northeast,healthcare,Urgent Care Now,987.27,USD,2023-08-26T03:20:00,Annual physical copay at Urgent Care Now,False
TXN004431,Customer_0129,savings,Southeast,shopping,Best Buy,4346.81,USD,2023-01-17T22:20:00,Online order from Best Buy — home office equipment,False
TXN004432,Customer_0375,checking,Northeast,groceries,Whole Foods,4454.26,USD,2023-12-30T01:30:00,"Monthly bulk purchase at Whole Foods, household supplies",False
TXN004433,Customer_0435,checking,Southeast,utilities,AT&T,3082.01,USD,2023-10-06T20:46:00,AT&T electricity bill for the apartment,False
TXN004434,Customer_0073,checking,Midwest,utilities,Comcast Xfinity,2804.28,USD,2024-01-09T22:23:00,Comcast Xfinity wireless plan — family plan renewal,False
TXN004435,Customer_0197,savings,West,shopping,Target,1360.39,USD,2023-08-13T07:38:00,Flash sale purchase at Target,False
TXN004436,Customer_0180,checking,Southwest,rent,Metro Realty,327.02,USD,2024-05-31T16:22:00,Monthly rent payment to Metro Realty,False
TXN004437,Customer_0272,checking,Southwest,insurance,Allstate,4145.48,USD,2023-12-15T15:11:00,Life insurance premium payment to Allstate,False
TXN004438,Customer_0350,checking,Southwest,insurance,State Farm,2008.41,USD,2024-03-18T11:40:00,Life insurance premium payment to State Farm,False
TXN004439,Customer_0375,checking,West,insurance,Progressive,3402.65,USD,2023-10-27T10:55:00,Progressive renters insurance quarterly payment,False
TXN004440,Customer_0468,checking,West,healthcare,Blue Cross Premium,2107.57,USD,2023-04-12T17:51:00,Lab work order from Blue Cross Premium,False
TXN004441,Customer_0407,credit,Southwest,education,MIT OpenCourseWare,2036.73,USD,2023-02-02T21:08:00,MIT OpenCourseWare annual learning subscription,False
TXN004442,Customer_0300,checking,West,healthcare,Walgreens,1138.11,USD,2023-10-22T06:37:00,Prescription refill at Walgreens,True
TXN004443,Customer_0098,credit,Southeast,shopping,Best Buy,1135.02,USD,2023-02-12T04:19:00,Flash sale purchase at Best Buy,False
TXN004444,Customer_0052,credit,West,entertainment,AMC Theaters,3070.89,USD,2023-03-24T17:41:00,AMC Theaters monthly subscription auto-renewal,False
TXN004445,Customer_0388,savings,West,groceries,Whole Foods,818.03,USD,2023-07-04T19:43:00,"Weekly grocery run at Whole Foods, stocked up on essentials",False
TXN004446,Customer_0065,savings,Northeast,dining,Panera Bread,3625.58,USD,2024-02-06T13:42:00,Morning coffee and pastry at Panera Bread,False
TXN004447,Customer_0178,checking,West,education,Coursera,2201.77,USD,2023-12-16T13:23:00,Coursera course enrollment — data engineering,False
TXN004448,Customer_0459,checking,Northeast,groceries,Aldi,483.25,USD,2023-01-06T02:47:00,"Weekly grocery run at Aldi, stocked up on essentials",False
TXN004449,Customer_0292,checking,Northeast,insurance,State Farm,412.15,USD,2024-05-19T09:04:00,Monthly State Farm auto insurance premium,False
TXN004450,Customer_0020,credit,West,shopping,IKEA,3132.32,USD,2023-01-25T09:09:00,Flash sale purchase at IKEA,False
TXN004451,Customer_0436,savings,West,utilities,AT&T,2210.86,USD,2023-09-16T08:30:00,AT&T electricity bill for the apartment,False
TXN004452,Customer_0330,checking,West,shopping,Amazon,280.57,USD,2024-04-09T16:34:00,In-store purchase at Amazon — seasonal wardrobe,False
TXN004453,Customer_0031,savings,Southeast,travel,Delta Airlines,554.51,USD,2023-01-27T16:42:00,Hotel stay at Delta Airlines during product summit,False
TXN004454,Customer_0049,savings,Northeast,rent,First Place Rentals,213.96,USD,2023-12-20T12:17:00,Lease renewal fee at First Place Rentals,False
TXN004455,Customer_0187,savings,Southwest,shopping,Best Buy,2835.93,USD,2023-01-22T07:51:00,Flash sale purchase at Best Buy,False
TXN004456,Customer_0373,savings,West,shopping,IKEA,1444.3,USD,2023-03-27T00:52:00,Flash sale purchase at IKEA,False
TXN004457,Customer_0423,savings,Southwest,rent,First Place Rentals,3773.52,USD,2023-10-17T17:45:00,Lease renewal fee at First Place Rentals,False
TXN004458,Customer_0148,savings,Southeast,healthcare,Walgreens,3470.25,USD,2023-07-18T08:56:00,Prescription refill at Walgreens,False
TXN004459,Customer_0435,checking,Northeast,entertainment,Apple iTunes,787.57,USD,2023-01-25T04:25:00,Movie tickets at Apple iTunes — family outing,False
TXN004460,Customer_0416,credit,Southwest,education,MIT OpenCourseWare,1182.2,USD,2024-03-20T09:50:00,Textbook purchase at MIT OpenCourseWare for continuing ed,False
TXN004461,Customer_0242,checking,Southeast,shopping,Target,632.06,USD,2023-02-23T06:53:00,Flash sale purchase at Target,False
TXN004462,Customer_0199,checking,Southeast,insurance,State Farm,2138.78,USD,2023-01-30T17:49:00,Monthly State Farm auto insurance premium,False
TXN004463,Customer_0264,credit,West,entertainment,Apple iTunes,-445.07,USD,2023-03-22T03:10:00,Movie tickets at Apple iTunes — family outing,False
TXN004464,Customer_0031,savings,Midwest,insurance,Geico,1373.94,USD,2024-04-20T15:08:00,Geico renters insurance quarterly payment,False
TXN004465,Customer_0001,credit,Southwest,travel,Airbnb,3162.14,USD,2023-04-08T21:55:00,Flight to Chicago via Airbnb for annual conference,False
TXN004466,Customer_0171,checking,West,shopping,IKEA,4108.3,USD,2024-05-10T06:52:00,Online order from IKEA — home office equipment,False
TXN004467,Customer_0211,credit,West,dining,Chipotle,-200.49,USD,2023-10-08T13:47:00,"Lunch with the team at Chipotle, celebrated Q3 results",False
TXN004468,Customer_0311,savings,West,dining,The Cheesecake Factory,3989.24,USD,2023-12-10T06:40:00,"Client dinner at The Cheesecake Factory, discussed Q4 roadmap",False
TXN004469,Customer_0195,credit,Southwest,travel,Uber,1432.2,USD,2024-05-18T22:30:00,Flight to Chicago via Uber for annual conference,False
TXN004470,Customer_0198,checking,Southeast,utilities,Verizon,402.53,USD,2023-06-14T21:41:00,Verizon electricity bill for the apartment,False
TXN004471,Customer_0452,credit,Midwest,education,Coursera,1196.35,USD,2023-03-05T21:28:00,Coursera course enrollment — data engineering,False
TXN004472,Customer_0313,savings,Southeast,dining,The Cheesecake Factory,4480.19,USD,2023-05-25T07:03:00,Morning coffee and pastry at The Cheesecake Factory,False
TXN004473,Customer_0039,credit,Northeast,education,Chegg,1518.87,USD,2024-01-06T20:41:00,Chegg course enrollment — data engineering,False
TXN004474,Customer_0150,checking,West,healthcare,Walgreens,3620.56,USD,2023-05-09T21:52:00,Prescription refill at Walgreens,False
TXN004475,Customer_0045,savings,West,groceries,Kroger,2466.2,USD,2024-02-12T01:42:00,"Weekly grocery run at Kroger, stocked up on essentials",False
TXN004476,Customer_0043,credit,Southwest,utilities,AT&T,2410.48,USD,2023-08-09T08:59:00,AT&T wireless plan — family plan renewal,False
TXN004477,Customer_0032,credit,Southwest,rent,Urban Living Co,1127.31,USD,2024-05-25T14:39:00,Security deposit — Urban Living Co,False
TXN004478,Customer_0134,checking,West,utilities,ConEdison,656.65,USD,2024-04-19T12:09:00,ConEdison electricity bill for the apartment,False
TXN004479,Customer_0256,savings,Southeast,insurance,Allstate,-206.5,USD,2023-07-25T04:25:00,Life insurance premium payment to Allstate,False
TXN004480,Customer_0327,checking,Southwest,entertainment,Apple iTunes,113.69,USD,2023-12-10T03:26:00,In-app purchase on Apple iTunes platform,False
TXN004481,Customer_0270,checking,West,insurance,USAA,2506.41,USD,2023-05-24T14:30:00,Monthly USAA auto insurance premium,False
TXN004482,Customer_0344,credit,West,utilities,AT&T,1522.6,USD,2024-02-07T12:14:00,Monthly AT&T internet and cable bill,False
TXN004483,Customer_0130,savings,West,entertainment,Netflix,1993.25,USD,2024-03-11T10:45:00,Movie tickets at Netflix — family outing,False
TXN004484,Customer_0409,savings,Northeast,travel,Uber,3802.39,USD,2024-02-27T18:11:00,Hotel stay at Uber during product summit,False
TXN004485,Customer_0337,checking,Southwest,healthcare,CVS Pharmacy,473.88,USD,2023-11-01T10:16:00,Annual physical copay at CVS Pharmacy,False
TXN004486,Customer_0453,savings,Midwest,groceries,Walmart Grocery,2817.14,USD,2023-12-07T22:33:00,"Weekly grocery run at Walmart Grocery, stocked up on essentials",False
TXN004487,Customer_0153,checking,Southeast,education,Chegg,1409.25,USD,2023-09-13T03:11:00,Textbook purchase at Chegg for continuing ed,False
TXN004488,Customer_0311,savings,Southwest,groceries,Kroger,3479.75,USD,2023-06-30T20:58:00,"Monthly bulk purchase at Kroger, household supplies",False
TXN004489,Customer_0412,credit,Southwest,travel,Uber,574.96,USD,2023-05-02T12:55:00,Hotel stay at Uber during product summit,True
TXN004490,Customer_0359,savings,Midwest,utilities,ConEdison,1394.93,USD,2024-02-22T03:51:00,Monthly ConEdison internet and cable bill,False
TXN004491,Customer_0150,credit,West,dining,Olive Garden,495.92,USD,2023-08-16T18:41:00,Morning coffee and pastry at Olive Garden,False
TXN004492,Customer_0482,savings,Southwest,dining,Starbucks,2281.47,USD,2023-09-14T09:35:00,Morning coffee and pastry at Starbucks,False
TXN004493,Customer_0454,savings,West,groceries,Whole Foods,2066.79,USD,2023-04-18T10:24:00,"Weekly grocery run at Whole Foods, stocked up on essentials",False
TXN004494,Customer_0349,savings,Midwest,healthcare,Walgreens,25.2,USD,2023-10-05T15:36:00,Lab work order from Walgreens,False
TXN004495,Customer_0407,credit,Southwest,entertainment,Netflix,13.95,USD,2023-06-13T05:36:00,Movie tickets at Netflix — family outing,False
TXN004496,Customer_0167,credit,Midwest,shopping,Best Buy,2724.57,USD,2023-02-03T04:44:00,Online order from Best Buy — home office equipment,False
TXN004497,Customer_0328,savings,Southwest,education,Chegg,1452.18,USD,2024-04-08T04:33:00,Textbook purchase at Chegg for continuing ed,True
TXN004498,Customer_0092,savings,Northeast,travel,Marriott Hotels,3954.17,USD,2023-01-14T17:00:00,Car rental from Marriott Hotels for client site visit,False
TXN004499,Customer_0394,credit,Southwest,insurance,Geico,3910.38,USD,2023-01-14T00:44:00,Life insurance premium payment to Geico,False
TXN004500,Customer_0498,savings,Southwest,groceries,Walmart Grocery,2055.01,USD,2024-05-05T20:10:00,"Weekly grocery run at Walmart Grocery, stocked up on essentials",False
TXN004501,Customer_0440,credit,Northeast,travel,Delta Airlines,50.31,USD,2024-03-10T18:47:00,Flight to Chicago via Delta Airlines for annual conference,False
TXN004502,Customer_0332,savings,Southeast,travel,Marriott Hotels,2658.48,USD,2023-04-26T11:17:00,Car rental from Marriott Hotels for client site visit,False
TXN004503,Customer_0459,checking,West,dining,Olive Garden,-390.41,USD,2023-05-18T19:42:00,Morning coffee and pastry at Olive Garden,False
TXN004504,Customer_0171,credit,Southeast,rent,Metro Realty,2981.61,USD,2023-11-10T18:10:00,Monthly rent payment to Metro Realty,False
TXN004505,Customer_0420,credit,West,shopping,Target,2623.9,USD,2023-10-03T19:20:00,Flash sale purchase at Target,False
TXN004506,Customer_0118,checking,Midwest,dining,Chipotle,637.88,USD,2024-01-07T16:32:00,Morning coffee and pastry at Chipotle,False
TXN004507,Customer_0111,credit,Southwest,travel,Hertz,998.69,USD,2023-04-10T13:05:00,Car rental from Hertz for client site visit,False
TXN004508,Customer_0188,checking,Northeast,groceries,Walmart Grocery,4320.31,USD,2023-06-03T18:26:00,Quick stop at Walmart Grocery for produce and dairy,False
TXN004509,Customer_0449,credit,Southwest,rent,First Place Rentals,3412.2,USD,2023-11-01T02:27:00,Lease renewal fee at First Place Rentals,False
TXN004510,Customer_0400,credit,Southwest,healthcare,Walgreens,194.46,USD,2023-04-09T08:21:00,Lab work order from Walgreens,False
TXN004511,Customer_0062,savings,Southeast,insurance,Geico,2533.1,USD,2024-06-09T08:21:00,Monthly Geico auto insurance premium,False
TXN004512,Customer_0022,checking,Southwest,entertainment,Apple iTunes,2178.99,USD,2023-06-28T13:11:00,Movie tickets at Apple iTunes — family outing,False
TXN004513,Customer_0454,savings,Southeast,insurance,Allstate,3308.91,USD,2023-01-22T01:35:00,Allstate renters insurance quarterly payment,False
TXN004514,Customer_0463,savings,Midwest,groceries,Walmart Grocery,3610.74,USD,2023-08-04T21:42:00,Quick stop at Walmart Grocery for produce and dairy,False
TXN004515,Customer_0066,savings,Midwest,education,MIT OpenCourseWare,665.13,USD,2024-01-18T20:26:00,MIT OpenCourseWare annual learning subscription,False
TXN004516,Customer_0001,checking,Midwest,insurance,Progressive,3681.69,USD,2023-04-24T04:49:00,Progressive renters insurance quarterly payment,False
TXN004517,Customer_0350,savings,West,travel,Uber,846.61,USD,2023-02-08T00:08:00,Car rental from Uber for client site visit,False
TXN004518,Customer_0334,savings,Southeast,healthcare,CVS Pharmacy,3118.32,USD,2023-11-12T22:17:00,Lab work order from CVS Pharmacy,False
TXN004519,Customer_0249,checking,Midwest,groceries,Aldi,3640.64,USD,2024-06-29T15:31:00,Quick stop at Aldi for produce and dairy,False
TXN004520,Customer_0171,savings,Southeast,shopping,Target,4247.94,USD,2023-01-31T19:06:00,Online order from Target — home office equipment,False
TXN004521,Customer_0137,credit,West,groceries,Whole Foods,3110.12,USD,2023-11-11T20:49:00,"Monthly bulk purchase at Whole Foods, household supplies",False
TXN004522,Customer_0348,checking,Southeast,insurance,Geico,4002.75,USD,2023-07-19T00:20:00,Geico renters insurance quarterly payment,False
TXN004523,Customer_0398,savings,Southwest,rent,Sunset Apartments,2057.81,USD,2023-07-11T16:54:00,Security deposit — Sunset Apartments,False
TXN004524,Customer_0170,credit,West,healthcare,Blue Cross Premium,3275.87,USD,2023-11-28T12:56:00,Annual physical copay at Blue Cross Premium,False
TXN004525,Customer_0245,credit,Southeast,groceries,Kroger,1206.84,USD,2024-02-15T09:55:00,Quick stop at Kroger for produce and dairy,False
TXN004526,Customer_0134,savings,Midwest,education,Coursera,-174.99,USD,2023-12-15T07:15:00,Coursera course enrollment — data engineering,False
TXN004527,Customer_0321,credit,Midwest,rent,First Place Rentals,617.36,USD,2023-10-22T14:00:00,Security deposit — First Place Rentals,False
TXN004528,Customer_0198,checking,Southeast,dining,The Cheesecake Factory,163.34,USD,2024-05-08T01:27:00,"Client dinner at The Cheesecake Factory, discussed Q4 roadmap",False
TXN004529,Customer_0332,checking,Southeast,healthcare,CVS Pharmacy,2353.98,USD,2024-03-27T11:41:00,Prescription refill at CVS Pharmacy,False
TXN004530,Customer_0481,checking,Southeast,healthcare,Urgent Care Now,740.08,USD,2023-09-10T20:09:00,Annual physical copay at Urgent Care Now,False
TXN004531,Customer_0369,checking,Northeast,rent,First Place Rentals,3812.92,USD,2024-06-16T00:55:00,Security deposit — First Place Rentals,False
TXN004532,Customer_0419,checking,West,shopping,IKEA,3528.07,USD,2023-02-22T08:34:00,Flash sale purchase at IKEA,False
TXN004533,Customer_0051,savings,Southeast,groceries,Aldi,1496.62,USD,2024-03-01T18:49:00,"Monthly bulk purchase at Aldi, household supplies",False
TXN004534,Customer_0246,savings,Southwest,entertainment,Apple iTunes,4361.94,USD,2024-06-30T18:13:00,Apple iTunes monthly subscription auto-renewal,False
TXN004535,Customer_0473,credit,West,shopping,Amazon,2845.18,USD,2024-04-15T12:19:00,In-store purchase at Amazon — seasonal wardrobe,False
TXN004536,Customer_0042,credit,West,healthcare,Urgent Care Now,255.66,USD,2023-11-22T05:46:00,Lab work order from Urgent Care Now,False
TXN004537,Customer_0441,savings,Southeast,education,Barnes & Noble,168.08,USD,2023-03-08T04:26:00,Barnes & Noble annual learning subscription,True
TXN004538,Customer_0410,credit,Midwest,healthcare,Blue Cross Premium,284.21,USD,2023-12-11T19:23:00,Annual physical copay at Blue Cross Premium,False
TXN004539,Customer_0431,checking,Southeast,education,Chegg,1447.88,USD,2024-03-01T16:05:00,Chegg annual learning subscription,False
TXN004540,Customer_0401,credit,Southeast,education,Barnes & Noble,2032.34,USD,2023-12-23T18:58:00,Barnes & Noble course enrollment — data engineering,False
TXN004541,Customer_0368,checking,Southeast,travel,Marriott Hotels,4450.79,USD,2023-06-30T11:44:00,Car rental from Marriott Hotels for client site visit,False
TXN004542,Customer_0470,checking,West,travel,Uber,1440.05,USD,2023-07-03T22:29:00,Hotel stay at Uber during product summit,False
TXN004543,Customer_0065,credit,West,utilities,ConEdison,4097.25,USD,2023-07-25T04:31:00,Monthly ConEdison internet and cable bill,False
TXN004544,Customer_0490,checking,Southeast,travel,Marriott Hotels,2093.7,USD,2024-06-21T23:04:00,Flight to Chicago via Marriott Hotels for annual conference,False
TXN004545,Customer_0426,savings,Midwest,shopping,Amazon,3839.95,USD,2023-08-01T06:17:00,Flash sale purchase at Amazon,False
TXN004546,Customer_0193,checking,Southeast,groceries,Trader Joe's,4498.93,USD,2024-01-11T12:17:00,"Monthly bulk purchase at Trader Joe's, household supplies",False
TXN004547,Customer_0254,checking,Southeast,shopping,Target,3622.09,USD,2023-12-05T04:06:00,Flash sale purchase at Target,False
TXN004548,Customer_0485,savings,Northeast,dining,The Cheesecake Factory,2881.03,USD,2024-05-01T04:41:00,Morning coffee and pastry at The Cheesecake Factory,False
TXN004549,Customer_0407,credit,Midwest,shopping,Zara,200.79,USD,2024-01-08T05:24:00,In-store purchase at Zara — seasonal wardrobe,False
TXN004550,Customer_0450,checking,Midwest,travel,Marriott Hotels,1296.43,USD,2023-02-06T10:59:00,Hotel stay at Marriott Hotels during product summit,False
TXN004551,Customer_0493,checking,Southeast,healthcare,Walgreens,3438.48,USD,2023-01-18T00:17:00,Prescription refill at Walgreens,False
TXN004552,Customer_0085,checking,Midwest,insurance,USAA,2132.35,USD,2023-02-22T16:31:00,Monthly USAA auto insurance premium,False
TXN004553,Customer_0341,checking,Southeast,healthcare,Blue Cross Premium,3577.22,USD,2023-12-09T11:22:00,Lab work order from Blue Cross Premium,False
TXN004554,Customer_0079,credit,Midwest,insurance,Progressive,2498.89,USD,2023-08-03T19:36:00,Life insurance premium payment to Progressive,False
TXN004555,Customer_0367,savings,West,entertainment,Apple iTunes,-437.74,USD,2023-08-02T06:58:00,In-app purchase on Apple iTunes platform,False
TXN004556,Customer_0199,checking,Southwest,education,Barnes & Noble,4362.69,USD,2023-10-23T00:19:00,Barnes & Noble annual learning subscription,False
TXN004557,Customer_0171,savings,West,healthcare,CVS Pharmacy,2050.14,USD,2023-12-22T10:33:00,Prescription refill at CVS Pharmacy,False
TXN004558,Customer_0204,credit,West,rent,Apartment LLC,1792.77,USD,2023-05-17T05:12:00,Lease renewal fee at Apartment LLC,False
TXN004559,Customer_0123,credit,Northeast,travel,Delta Airlines,1084.84,USD,2023-04-18T01:52:00,Hotel stay at Delta Airlines during product summit,False
TXN004560,Customer_0389,checking,Midwest,rent,Sunset Apartments,3326.75,USD,2023-03-22T21:51:00,Monthly rent payment to Sunset Apartments,False
TXN004561,Customer_0204,checking,Southeast,entertainment,Spotify,4391.73,USD,2023-05-28T06:10:00,Spotify monthly subscription auto-renewal,False
TXN004562,Customer_0148,savings,Midwest,dining,The Cheesecake Factory,3222.4,USD,2023-05-20T04:16:00,"Lunch with the team at The Cheesecake Factory, celebrated Q3 results",False
TXN004563,Customer_0354,checking,Northeast,travel,Marriott Hotels,1083.16,USD,2023-01-16T00:06:00,Hotel stay at Marriott Hotels during product summit,False
TXN004564,Customer_0083,savings,Southeast,education,Barnes & Noble,774.99,USD,2023-12-07T01:41:00,Barnes & Noble annual learning subscription,False
TXN004565,Customer_0118,checking,Southwest,education,Barnes & Noble,3215.09,USD,2023-11-27T12:07:00,Barnes & Noble course enrollment — data engineering,False
TXN004566,Customer_0357,credit,Midwest,education,Chegg,2649.78,USD,2024-02-22T23:31:00,Chegg course enrollment — data engineering,False
TXN004567,Customer_0306,savings,West,entertainment,Netflix,3392.51,USD,2024-01-07T06:24:00,Movie tickets at Netflix — family outing,False
